Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A14024_001,SE_A18005_001,SE_A09003_001
"06075016600","14000US06075016600","Census Tract 166","Census Tract 166, San Francisco County, California","ca","140","00","ACSSF","0009042",,,,,"06","075",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5691,5691,42951.62,0.132497911187233,5691,69,121,51,24,322,2884,797,522,375,311,159,56,5691,4415,257,1,643,0,100,275,5691,5483,4289,257,0,643,0,19,275,208,126,0,1,0,0,81,0,4642,4577,65,80193,2192.64705882353,39
"06075016700","14000US06075016700","Census Tract 167","Census Tract 167, San Francisco County, California","ca","140","00","ACSSF","0009043",,,,,"06","075",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376,5376,28375.51,0.189459178961447,5376,218,152,46,91,411,1877,1014,929,325,164,146,3,5376,4056,362,0,574,0,151,233,5376,4712,3592,362,0,532,0,42,184,664,464,0,0,42,0,109,49,4389,4227,162,110588,2235.60117302053,37
"06075016801","14000US06075016801","Census Tract 168.01","Census Tract 168.01, San Francisco County, California","ca","140","00","ACSSF","0009044",,,,,"06","075",,,,"016801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,4145,47390.03,0.0874656562115346,4145,142,56,50,50,205,1764,748,619,297,126,61,27,4145,2875,102,0,613,0,260,295,4145,3472,2470,102,0,613,0,0,287,673,405,0,0,0,0,260,8,3261,3200,61,90736,2177.61096605744,31
"06075016802","14000US06075016802","Census Tract 168.02","Census Tract 168.02, San Francisco County, California","ca","140","00","ACSSF","0009045",,,,,"06","075",,,,"016802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622,3622,43617.05,0.0830409252861403,3622,163,69,76,42,139,1113,747,395,504,257,88,29,3622,2089,352,32,736,0,255,158,3622,2980,1799,337,24,717,0,0,103,642,290,15,8,19,0,255,55,2586,2497,89,91321,1868.0174563591,31
"06075016900","14000US06075016900","Census Tract 169","Census Tract 169, San Francisco County, California","ca","140","00","ACSSF","0009046",,,,,"06","075",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254,3254,28583.71,0.113841067989504,3254,155,87,85,33,69,1070,700,558,243,140,114,0,3254,2183,186,37,557,21,95,175,3254,2917,2025,154,37,539,9,10,143,337,158,32,0,18,12,85,32,2468,2247,221,87940,2199.33333333333,33
"06075017000","14000US06075017000","Census Tract 170","Census Tract 170, San Francisco County, California","ca","140","00","ACSSF","0009047",,,,,"06","075",,,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287,4287,23646.79,0.181293117960392,4287,89,127,130,37,58,1108,787,944,401,378,156,72,4287,3173,95,0,693,23,0,303,4287,4068,3014,75,0,693,23,0,263,219,159,20,0,0,0,0,40,3198,3135,63,127367,2440.67164179104,39
"06075017101","14000US06075017101","Census Tract 171.01","Census Tract 171.01, San Francisco County, California","ca","140","00","ACSSF","0009048",,,,,"06","075",,,,"017101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113,4113,33992.45,0.120997471802958,4113,318,169,148,46,75,1069,813,607,428,287,153,0,4113,3238,186,0,456,0,13,220,4113,4026,3164,186,0,456,0,0,220,87,74,0,0,0,0,13,0,2763,2681,82,99299,2463.79487179487,34
"06075017102","14000US06075017102","Census Tract 171.02","Census Tract 171.02, San Francisco County, California","ca","140","00","ACSSF","0009049",,,,,"06","075",,,,"017102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,4095,35965.47,0.113859214791729,4095,293,217,173,52,143,1075,791,587,338,232,123,71,4095,3130,81,1,414,0,181,288,4095,3601,2839,81,1,414,0,18,248,494,291,0,0,0,0,163,40,2712,2615,97,100061,2299.18200408998,41
"06075017601","14000US06075017601","Census Tract 176.01","Census Tract 176.01, San Francisco County, California","ca","140","00","ACSSF","0009050",,,,,"06","075",,,,"017601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10343,10343,42282.16,0.244618507884979,10343,73,690,215,66,809,3122,1541,1920,848,734,260,65,10343,3138,1107,135,4132,42,1069,720,10343,8234,2388,1107,0,4132,42,54,511,2109,750,0,135,0,0,1015,209,6570,6498,72,56696,1610.36260220405,27
"06075017700","14000US06075017700","Census Tract 177","Census Tract 177, San Francisco County, California","ca","140","00","ACSSF","0009051",,,,,"06","075",,,,"017700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,1915,5487.494,0.34897536204801,1915,139,37,46,26,115,720,355,191,151,80,55,0,1915,851,61,10,441,0,424,128,1915,1283,671,61,10,435,0,0,106,632,180,0,0,6,0,424,22,1341,1299,42,69248,2106.04490500864,32
"06075017801","14000US06075017801","Census Tract 178.01","Census Tract 178.01, San Francisco County, California","ca","140","00","ACSSF","0009052",,,,,"06","075",,,,"017801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,3891,47080.35,0.0826459427611248,3891,140,10,12,0,144,736,481,234,313,442,677,702,3891,1373,127,0,2265,0,16,110,3891,3577,1092,110,0,2265,0,0,110,314,281,17,0,0,0,16,0,1625,1584,41,65597,1092.04545454545,31
"06075017802","14000US06075017802","Census Tract 178.02","Census Tract 178.02, San Francisco County, California","ca","140","00","ACSSF","0009053",,,,,"06","075",,,,"017802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6367,6367,32325.73,0.196963846936743,6367,256,117,140,77,577,1994,1134,1080,578,238,144,32,6367,2478,522,6,2259,69,744,289,6367,5161,2106,483,6,2130,69,98,269,1206,372,39,0,129,0,646,20,4099,3942,157,69038,1825.64463197375,27
"06075017902","14000US06075017902","Census Tract 179.02","Census Tract 179.02, San Francisco County, California","ca","140","00","ACSSF","0009054",,,,,"06","075",,,,"017902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008,3008,2879.948,1.04446314036976,3008,34,81,92,155,1094,601,395,211,288,53,4,0,3008,1222,685,25,320,100,408,248,3008,2225,840,669,25,310,81,106,194,783,382,16,0,10,19,302,54,1806,1521,285,21322,1794.88448844884,35
"06075018000","14000US06075018000","Census Tract 180","Census Tract 180, San Francisco County, California","ca","140","00","ACSSF","0009055",,,,,"06","075",,,,"018000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457,3457,9555.377,0.361785846112028,3457,97,82,15,9,290,1107,609,622,443,164,10,9,3457,1750,395,40,784,26,176,286,3457,3049,1594,390,27,784,26,12,216,408,156,5,13,0,0,164,70,2383,2227,156,85943,2423.19526627219,30
"06075020100","14000US06075020100","Census Tract 201","Census Tract 201, San Francisco County, California","ca","140","00","ACSSF","0009056",,,,,"06","075",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6343,6343,36858.95,0.172088442108612,6343,225,65,57,83,274,2114,927,1091,788,315,347,57,6343,2944,597,48,1366,0,905,483,6343,4201,2056,597,6,1289,0,35,218,2142,888,0,42,77,0,870,265,4385,4136,249,69865,1539.55589010162,30
"06075020200","14000US06075020200","Census Tract 202","Census Tract 202, San Francisco County, California","ca","140","00","ACSSF","0009057",,,,,"06","075",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6131,6131,46905.55,0.130709485912676,6131,150,102,85,148,267,1919,1177,824,724,379,249,107,6131,3520,397,238,1096,55,361,464,6131,5286,3256,397,47,1096,55,33,402,845,264,0,191,0,0,328,62,4378,4169,209,73086,1612.84805091488,31
"06075020300","14000US06075020300","Census Tract 203","Census Tract 203, San Francisco County, California","ca","140","00","ACSSF","0009058",,,,,"06","075",,,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548,3548,32135.96,0.110405916938611,3548,90,105,14,0,250,1217,693,442,416,216,37,68,3548,2414,174,0,511,0,219,230,3548,3199,2267,174,0,511,0,40,207,349,147,0,0,0,0,179,23,2736,2688,48,103266,2129.96197718631,36
"06075020401","14000US06075020401","Census Tract 204.01","Census Tract 204.01, San Francisco County, California","ca","140","00","ACSSF","0009059",,,,,"06","075",,,,"020401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176,3176,25138.68,0.126339195393955,3176,56,62,111,36,92,753,582,738,426,239,37,44,3176,2339,69,0,502,0,63,203,3176,2938,2196,69,0,502,0,0,171,238,143,0,0,0,0,63,32,2297,2231,66,109358,2527.26045883941,40
"06075020402","14000US06075020402","Census Tract 204.02","Census Tract 204.02, San Francisco County, California","ca","140","00","ACSSF","0009060",,,,,"06","075",,,,"020402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564,4564,19990.37,0.228309938115543,4564,72,115,68,10,176,1510,775,613,507,550,154,14,4564,3418,46,0,593,0,292,215,4564,3824,2999,46,0,593,0,36,150,740,419,0,0,0,0,256,65,3284,3227,57,95384,2238.66666666667,34
"06075020500","14000US06075020500","Census Tract 205","Census Tract 205, San Francisco County, California","ca","140","00","ACSSF","0009061",,,,,"06","075",,,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046,3046,28491.21,0.106910147846245,3046,97,156,92,49,119,645,497,630,416,289,45,11,3046,2375,56,0,445,0,80,90,3046,2851,2274,56,0,431,0,0,90,195,101,0,0,14,0,80,0,2109,2019,90,104095,2209.54106280193,36
"06075020600","14000US06075020600","Census Tract 206","Census Tract 206, San Francisco County, California","ca","140","00","ACSSF","0009062",,,,,"06","075",,,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191,5191,23698.28,0.21904541642664,5191,349,125,42,0,161,1399,1018,627,836,338,154,142,5191,3984,180,0,562,23,164,278,5191,4722,3727,180,0,562,23,0,230,469,257,0,0,0,0,164,48,3674,3588,86,115386,2088.25214899713,32
"06075020700","14000US06075020700","Census Tract 207","Census Tract 207, San Francisco County, California","ca","140","00","ACSSF","0009063",,,,,"06","075",,,,"020700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793,4793,35763.86,0.134017995450172,4793,262,79,123,53,157,1394,1129,589,473,419,99,16,4793,3314,86,0,506,13,436,438,4793,3713,2843,73,0,488,0,13,296,1080,471,13,0,18,13,423,142,3659,3578,81,105828,2109.45868945869,31
"06075020800","14000US06075020800","Census Tract 208","Census Tract 208, San Francisco County, California","ca","140","00","ACSSF","0009064",,,,,"06","075",,,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6458,6458,48327.77,0.133629190559956,6458,380,203,74,60,446,1838,1405,1022,420,303,160,147,6458,3058,180,85,1062,7,1566,500,6458,4107,2486,180,85,1040,7,23,286,2351,572,0,0,22,0,1543,214,4559,4471,88,63044,1690.57815845824,33
"06075020900","14000US06075020900","Census Tract 209","Census Tract 209, San Francisco County, California","ca","140","00","ACSSF","0009065",,,,,"06","075",,,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4597,4597,38077.83,0.120726428076115,4597,138,162,97,39,282,1419,926,487,558,177,224,88,4597,2795,120,11,606,0,854,211,4597,2800,1937,111,0,606,0,9,137,1797,858,9,11,0,0,845,74,3323,3232,91,72413,1911.66989039329,33
"06075021000","14000US06075021000","Census Tract 210","Census Tract 210, San Francisco County, California","ca","140","00","ACSSF","0009066",,,,,"06","075",,,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523,4523,37424.54,0.120856544509087,4523,164,256,21,33,126,1347,1007,543,494,369,113,50,4523,3122,93,0,562,0,317,429,4523,3659,2675,93,0,542,0,24,325,864,447,0,0,20,0,293,104,3291,3235,56,92723,1875,35
"06075021100","14000US06075021100","Census Tract 211","Census Tract 211, San Francisco County, California","ca","140","00","ACSSF","0009067",,,,,"06","075",,,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080,4080,24909.01,0.163796125696335,4080,285,121,119,34,204,886,851,568,237,377,321,77,4080,3082,12,12,599,0,121,254,4080,3587,2742,12,0,599,0,29,205,493,340,0,12,0,0,92,49,2643,2549,94,112257,2279.23553719008,36
"06075021200","14000US06075021200","Census Tract 212","Census Tract 212, San Francisco County, California","ca","140","00","ACSSF","0009068",,,,,"06","075",,,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,3105,23256.44,0.133511429396584,3105,257,142,140,22,51,625,663,437,327,324,84,33,3105,2376,45,1,288,0,40,355,3105,2820,2155,44,1,288,0,7,325,285,221,1,0,0,0,33,30,2023,1950,73,125035,2188.03571428571,35
"06075021300","14000US06075021300","Census Tract 213","Census Tract 213, San Francisco County, California","ca","140","00","ACSSF","0009069",,,,,"06","075",,,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,2590,21475.37,0.120603261482293,2590,201,165,91,0,17,371,683,402,358,195,51,56,2590,1985,45,0,363,0,37,160,2590,2379,1863,45,0,350,0,0,121,211,122,0,0,13,0,37,39,1694,1664,30,114044,2284.77443609023,43
"06075021400","14000US06075021400","Census Tract 214","Census Tract 214, San Francisco County, California","ca","140","00","ACSSF","0009070",,,,,"06","075",,,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3823,3823,28024.32,0.136417234365565,3823,269,123,81,74,226,940,817,408,397,264,164,60,3823,2987,9,17,627,29,19,135,3823,3414,2669,9,0,616,29,0,91,409,318,0,17,11,0,19,44,2622,2489,133,106690,2534.52914798206,36
"06075021500","14000US06075021500","Census Tract 215","Census Tract 215, San Francisco County, California","ca","140","00","ACSSF","0009071",,,,,"06","075",,,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5674,5674,29671.4,0.19122791302508,5674,329,210,233,64,135,1230,1494,815,667,214,196,87,5674,4039,189,20,742,0,373,311,5674,4848,3449,189,20,742,0,168,280,826,590,0,0,0,0,205,31,4128,3995,133,108925,2529.64980544747,35
"06075021600","14000US06075021600","Census Tract 216","Census Tract 216, San Francisco County, California","ca","140","00","ACSSF","0009072",,,,,"06","075",,,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4135,4135,17911.55,0.230856668061783,4135,49,132,245,127,133,775,655,739,511,458,243,68,4135,2669,177,0,712,0,234,343,4135,3657,2489,177,0,712,0,0,279,478,180,0,0,0,0,234,64,2578,2429,149,104240,2241.60756501182,44
"06075021700","14000US06075021700","Census Tract 217","Census Tract 217, San Francisco County, California","ca","140","00","ACSSF","0009073",,,,,"06","075",,,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,4556,9596.473,0.474757798105628,4556,392,275,329,108,222,459,655,766,511,477,273,89,4556,2625,464,0,984,0,156,327,4556,4166,2404,464,0,984,0,39,275,390,221,0,0,0,0,117,52,2520,2415,105,73598,1424.85089463221,36
"06075021800","14000US06075021800","Census Tract 218","Census Tract 218, San Francisco County, California","ca","140","00","ACSSF","0009074",,,,,"06","075",,,,"021800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,4095,21171.73,0.193418270663802,4095,315,270,100,87,250,539,898,525,515,461,92,43,4095,2946,150,26,479,0,222,272,4095,3443,2662,134,0,479,0,7,161,652,284,16,26,0,0,215,111,2520,2425,95,97572,2153.72492836676,36
"06075022600","14000US06075022600","Census Tract 226","Census Tract 226, San Francisco County, California","ca","140","00","ACSSF","0009075",,,,,"06","075",,,,"022600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213,3213,6129.041,0.524225594867621,3213,242,104,81,10,110,1256,724,358,165,126,6,31,3213,1823,151,0,851,0,178,210,3213,2905,1719,140,0,824,0,12,210,308,104,11,0,27,0,166,0,2465,2435,30,112129,2849.43357363543,40
"06075022702","14000US06075022702","Census Tract 227.02","Census Tract 227.02, San Francisco County, California","ca","140","00","ACSSF","0009076",,,,,"06","075",,,,"022702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298,2298,20968.83,0.109591241349381,2298,86,81,85,24,134,701,453,304,240,124,34,32,2298,1726,65,0,291,0,87,129,2298,1981,1534,44,0,291,0,18,94,317,192,21,0,0,0,69,35,1752,1723,29,117004,2562.7358490566,32
"06075022704","14000US06075022704","Census Tract 227.04","Census Tract 227.04, San Francisco County, California","ca","140","00","ACSSF","0009077",,,,,"06","075",,,,"022704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3367,3367,16012.39,0.210274719419549,3367,198,133,103,80,91,604,755,564,465,153,152,69,3367,2230,29,9,666,0,30,403,3367,3153,2101,29,0,657,0,0,366,214,129,0,9,9,0,30,37,2338,2234,104,126294,2267.43772241993,32
"06075022801","14000US06075022801","Census Tract 228.01","Census Tract 228.01, San Francisco County, California","ca","140","00","ACSSF","0009078",,,,,"06","075",,,,"022801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5769,5769,25848.04,0.223189064968641,5769,493,273,265,30,311,1451,1234,788,434,387,98,5,5769,2871,136,0,979,0,1526,257,5769,3414,2155,32,0,975,0,30,222,2355,716,104,0,4,0,1496,35,3917,3736,181,66985,2083.11800172265,29
"06075022802","14000US06075022802","Census Tract 228.02","Census Tract 228.02, San Francisco County, California","ca","140","00","ACSSF","0009079",,,,,"06","075",,,,"022802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2438,2438,21689.55,0.112404381796364,2438,140,27,74,50,146,573,417,273,310,260,84,84,2438,1150,154,0,456,22,554,102,2438,1561,863,154,0,445,0,24,75,877,287,0,0,11,22,530,27,1356,1316,40,49274,1923.99193548387,37
"06075022803","14000US06075022803","Census Tract 228.03","Census Tract 228.03, San Francisco County, California","ca","140","00","ACSSF","0009080",,,,,"06","075",,,,"022803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,5224,47965.46,0.108911701521397,5224,118,194,331,49,426,1318,1124,792,422,262,77,111,5224,2691,139,0,704,0,1205,485,5224,2559,1658,137,0,635,0,7,122,2665,1033,2,0,69,0,1198,363,3626,3413,213,53599,2133.26180257511,31
"06075022901","14000US06075022901","Census Tract 229.01","Census Tract 229.01, San Francisco County, California","ca","140","00","ACSSF","0009081",,,,,"06","075",,,,"022901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856,4856,50529.25,0.0961027618660781,4856,234,342,233,130,293,1431,827,713,392,160,59,42,4856,2103,109,36,353,0,1999,256,4856,2146,1558,88,0,353,0,49,98,2710,545,21,36,0,0,1950,158,3263,3069,194,44554,1989.61148648649,32
"06075022902","14000US06075022902","Census Tract 229.02","Census Tract 229.02, San Francisco County, California","ca","140","00","ACSSF","0009082",,,,,"06","075",,,,"022902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483,2483,39738.13,0.0624840732852816,2483,85,56,44,55,129,581,434,274,348,287,152,38,2483,1229,102,12,319,0,623,198,2483,1448,922,102,0,295,0,0,129,1035,307,0,12,24,0,623,69,1583,1495,88,59616,2063.61607142857,30
"06075022903","14000US06075022903","Census Tract 229.03","Census Tract 229.03, San Francisco County, California","ca","140","00","ACSSF","0009083",,,,,"06","075",,,,"022903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240,3240,27102.6,0.119545727624993,3240,219,180,125,63,73,1077,637,324,290,120,90,42,3240,1528,126,65,339,12,930,240,3240,1631,1069,126,36,304,0,17,79,1609,459,0,29,35,12,913,161,2012,1988,24,54015,2201.4880952381,36
"06075023001","14000US06075023001","Census Tract 230.01","Census Tract 230.01, San Francisco County, California","ca","140","00","ACSSF","0009084",,,,,"06","075",,,,"023001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398,5398,20990.14,0.257168372980879,5398,293,217,278,242,390,759,575,962,841,452,251,138,5398,374,607,15,3997,0,202,203,5398,4984,263,598,0,3988,0,0,135,414,111,9,15,9,0,202,68,2802,2668,134,27132,1519.18158567775,33
"06075023003","14000US06075023003","Census Tract 230.03","Census Tract 230.03, San Francisco County, California","ca","140","00","ACSSF","0009085",,,,,"06","075",,,,"023003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084,4084,25852.66,0.157972160488774,4084,196,246,239,103,300,610,541,547,626,369,244,63,4084,507,924,7,2031,0,549,66,4084,3261,329,862,0,2031,0,0,39,823,178,62,7,0,0,549,27,2108,2029,79,36750,2162.5,28
"06075023102","14000US06075023102","Census Tract 231.02","Census Tract 231.02, San Francisco County, California","ca","140","00","ACSSF","0009086",,,,,"06","075",,,,"023102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549,4549,23599.91,0.192754947127168,4549,361,322,332,287,357,947,608,277,536,258,249,15,4549,289,2445,0,602,408,690,115,4549,3604,239,2335,0,602,342,0,86,945,50,110,0,0,66,690,29,2155,1904,251,27674,745.73055028463,35
"06075023103","14000US06075023103","Census Tract 231.03","Census Tract 231.03, San Francisco County, California","ca","140","00","ACSSF","0009087",,,,,"06","075",,,,"023103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,2890,5960.833,0.484831589953313,2890,363,380,291,169,264,334,358,317,259,66,89,0,2890,234,1520,0,334,186,328,288,2890,2237,105,1470,0,334,186,0,142,653,129,50,0,0,0,328,146,1012,947,65,14827,828.180737217598,34
"06075023200","14000US06075023200","Census Tract 232","Census Tract 232, San Francisco County, California","ca","140","00","ACSSF","0009088",,,,,"06","075",,,,"023200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,3972,12010.07,0.330722381725321,3972,161,278,174,103,196,727,668,458,603,364,106,134,3972,659,1113,10,672,0,1411,107,3972,2238,403,1085,0,672,0,25,53,1734,256,28,10,0,0,1386,54,2369,2224,145,36207,1642.06008583691,34
"06075023300","14000US06075023300","Census Tract 233","Census Tract 233, San Francisco County, California","ca","140","00","ACSSF","0009089",,,,,"06","075",,,,"023300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739,3739,15226.86,0.245552875148456,3739,195,223,233,193,187,549,546,452,502,428,218,13,3739,381,530,0,2005,0,801,22,3739,2820,257,530,0,2005,0,6,22,919,124,0,0,0,0,795,0,1848,1683,165,28190,1353.87045813586,34
"06075023400","14000US06075023400","Census Tract 234","Census Tract 234, San Francisco County, California","ca","140","00","ACSSF","0009090",,,,,"06","075",,,,"023400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661,3661,11101.72,0.329768709353094,3661,198,315,287,99,294,636,662,346,314,229,190,91,3661,552,656,0,872,150,1082,349,3661,2154,315,656,0,761,150,0,272,1507,237,0,0,111,0,1082,77,2039,1911,128,27727,906.430155210643,36
"06075025100","14000US06075025100","Census Tract 251","Census Tract 251, San Francisco County, California","ca","140","00","ACSSF","0009091",,,,,"06","075",,,,"025100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473,3473,16150.28,0.21504269517851,3473,284,148,149,51,130,675,650,542,472,205,119,48,3473,2093,289,45,632,15,110,289,3473,2891,1726,289,45,598,15,0,218,582,367,0,0,34,0,110,71,2166,2123,43,90592,2151.5587529976,37
"06075025200","14000US06075025200","Census Tract 252","Census Tract 252, San Francisco County, California","ca","140","00","ACSSF","0009092",,,,,"06","075",,,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256,5256,20718.39,0.253687661873337,5256,568,145,174,83,212,991,945,672,860,384,131,91,5256,3785,75,27,555,0,576,238,5256,4095,3249,75,14,555,0,0,202,1161,536,0,13,0,0,576,36,3210,3146,64,81728,2182.39538239538,32
"06075025300","14000US06075025300","Census Tract 253","Census Tract 253, San Francisco County, California","ca","140","00","ACSSF","0009093",,,,,"06","075",,,,"025300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454,4454,30119.21,0.147879063532341,4454,277,225,102,85,188,919,1022,618,540,284,107,87,4454,2688,40,59,585,0,716,366,4454,3300,2380,40,46,585,0,0,249,1154,308,0,13,0,0,716,117,3030,2932,98,77338,2045.95660749507,36
"06075025401","14000US06075025401","Census Tract 254.01","Census Tract 254.01, San Francisco County, California","ca","140","00","ACSSF","0009094",,,,,"06","075",,,,"025401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775,3775,26881.06,0.140433469189819,3775,123,137,314,122,191,706,632,863,459,156,24,48,3775,2551,57,0,399,0,536,232,3775,2772,2178,43,0,362,0,0,189,1003,373,14,0,37,0,536,43,2529,2480,49,63976,2059.42571785268,31
"06075025402","14000US06075025402","Census Tract 254.02","Census Tract 254.02, San Francisco County, California","ca","140","00","ACSSF","0009095",,,,,"06","075",,,,"025402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427,3427,29569.64,0.115895903764805,3427,172,158,94,119,98,524,668,574,451,352,167,50,3427,1505,164,81,970,0,577,130,3427,2302,1180,161,0,886,0,0,75,1125,325,3,81,84,0,577,55,2145,2024,121,62388,1849.87212276215,29
"06075025403","14000US06075025403","Census Tract 254.03","Census Tract 254.03, San Francisco County, California","ca","140","00","ACSSF","0009096",,,,,"06","075",,,,"025403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4782,4782,23976.5,0.199445325615408,4782,263,338,239,292,122,654,1121,736,439,273,224,81,4782,1709,417,6,1330,0,1015,305,4782,3194,1294,417,6,1307,0,36,134,1588,415,0,0,23,0,979,171,2597,2486,111,53156,1826.22377622378,33
